NOMBRE_DEPTO,PROVINCIA,CODIGO_MUNICIPIO,NOMBRE_MPIO,Nombre
CAUCA,CENTRO,19130,CAJIBÍO,Cajibío
CAUCA,CENTRO,19256,EL TAMBO,El Tambo
CAUCA,CENTRO,19392,LA SIERRA,La Sierra
CAUCA,CENTRO,19473,MORALES,Morales
CAUCA,CENTRO,19548,PIENDAMO,Piendamo
CAUCA,CENTRO,19001,POPAYÁN,Popayán
CAUCA,CENTRO,19622,ROSAS,Rosas
CAUCA,CENTRO,19760,SOTARA,Sotara
CAUCA,CENTRO,19807,TIMBIO,Timbio
CAUCA,NORTE,19110,BUENOS AIRES,Buenos Aires
CAUCA,NORTE,19142,CALOTO,Caloto
CAUCA,NORTE,19212,CORINTO,Corinto
CAUCA,NORTE,19455,MIRANDA,Miranda
CAUCA,NORTE,19513,PADILLA,Padilla
CAUCA,NORTE,19573,PUERTO TEJADA,Puerto Tejada
CAUCA,NORTE,19698,SANTANDER DE QUILICHAO,Santander De Quilichao
CAUCA,NORTE,19780,SUAREZ,Suarez
CAUCA,NORTE,19845,VILLA RICA,Villa Rica
CAUCA,OCCIDENTE,19318,GUAPI,Guapi
CAUCA,OCCIDENTE,19418,LOPEZ,Lopez
CAUCA,OCCIDENTE,19809,TIMBIQUI,Timbiqui
CAUCA,ORIENTE,19137,CALDONO,Caldono
CAUCA,ORIENTE,19355,INZÁ,Inzá
CAUCA,ORIENTE,19364,JAMBALO,Jambalo
CAUCA,ORIENTE,19517,PAEZ,Paez
CAUCA,ORIENTE,19585,PURACE,Purace
CAUCA,ORIENTE,19743,Silvia,Silvia
CAUCA,ORIENTE,19821,TORIBIO,Toribio
CAUCA,ORIENTE,19824,TOTORO,Totoro
CAUCA,SUR ,19022,ALMAGUER,Almaguer
CAUCA,SUR ,19050,ARGELIA,Argelia
CAUCA,SUR ,19075,BALBOA,Balboa
CAUCA,SUR ,19100,BOLÍVAR,Bolívar
CAUCA,SUR ,19290,FLORENCIA,Florencia
CAUCA,SUR ,19397,LA VEGA,La Vega
CAUCA,SUR ,19450,MERCADERES,Mercaderes
CAUCA,SUR ,19532,PATIA,Patia
CAUCA,SUR ,19533,PIAMONTE,Piamonte
CAUCA,SUR ,19693,SAN SEBASTIAN,San Sebastian
CAUCA,SUR ,19701,SANTA ROSA,Santa Rosa
CAUCA,SUR ,19785,SUCRE,Sucre
CESAR,CENTRAL,20045,BECERRIL,Becerril
CESAR,CENTRAL,20175,CHIMICHAGUA,Chimichagua
CESAR,CENTRAL,20178,CHIRIGUANA,Chiriguana
CESAR,CENTRAL,20228,CURUMANÍ,Curumaní
CESAR,CENTRAL,20400,LA JAGUA DE IBIRICO,La Jagua De Ibirico
CESAR,CENTRAL,20517,PAILITAS,Pailitas
CESAR,CENTRAL,20787,TAMALAMEQUE,Tamalameque
CESAR,NOROCCIDENTAL,20032,ASTREA,Astrea
CESAR,NOROCCIDENTAL,20060,BOSCONIA,Bosconia
CESAR,NOROCCIDENTAL,20238,EL COPEY,El Copey
CESAR,NOROCCIDENTAL,20250,EL PASO,El Paso
CESAR,NORTE,20013,AGUSTÍN CODAZZI,Agustín Codazzi
CESAR,NORTE,20621,LA PAZ,La Paz
CESAR,NORTE,20443,MANAURE,Manaure
CESAR,NORTE,20570,PUEBLO BELLO,Pueblo Bello
CESAR,NORTE,20750,SAN DIEGO,San Diego
CESAR,NORTE,20001,VALLEDUPAR,Valledupar
CESAR,SUR ,20011,AGUACHICA,Aguachica
CESAR,SUR ,20295,GAMARRA,Gamarra
CESAR,SUR ,20310,GONZÁLEZ,González
CESAR,SUR ,20383,LA GLORIA,La Gloria
CESAR,SUR ,20550,PELAYA,Pelaya
CESAR,SUR ,20614,RÍO DE ORO,Río De Oro
CESAR,SUR ,20710,SAN ALBERTO,San Alberto
CESAR,SUR ,20770,SAN MARTÍN,San Martín
CHOCO,ATRATO,27050,ATRATO,Atrato
CHOCO,ATRATO,27073,BAGADÓ,Bagadó
CHOCO,ATRATO,27099,BOJAYA,Bojaya
CHOCO,ATRATO,27245,EL CARMEN DE ATRATO,El Carmen De Atrato
CHOCO,ATRATO,27413,LLORÓ,Lloró
CHOCO,ATRATO,27425,MEDIO ATRATO,Medio Atrato
CHOCO,ATRATO,27001,QUIBDÓ,Quibdó
CHOCO,ATRATO,27600,RIO QUITO,Rio Quito
CHOCO,DARIEN,27006,ACANDÍ,Acandí
CHOCO,DARIEN,27086,BELÉN DE BAJIRA,Belén De Bajira
CHOCO,DARIEN,27150,CARMÉN DEL DARIÉN,Carmén Del Darién
CHOCO,DARIEN,27615,RIOSUCIO,Riosucio
CHOCO,DARIEN,27800,UNGUÍA,Unguía
CHOCO,PACIFICO NORTE,27075,BAHÍA SOLANO,Bahía Solano
CHOCO,PACIFICO NORTE,27372,JURADÓ,Juradó
CHOCO,PACIFICO NORTE,27495,NUQUÍ,Nuquí
CHOCO,PACIFICO SUR,27025,ALTO BAUDÓ,Alto Baudó
CHOCO,PACIFICO SUR,27077,BAJO BAUDÓ,Bajo Baudó
CHOCO,PACIFICO SUR,27250,El Litoral del San Juan,El Litoral Del San Juan
CHOCO,PACIFICO SUR,27430,MEDIO BAUDÓ,Medio Baudó
CHOCO,SAN JUAN,27135,CANTON DE SAN PABLO,Canton De San Pablo
CHOCO,SAN JUAN,27160,CERTEGUI,Certegui
CHOCO,SAN JUAN,27205,CONDOTO,Condoto
CHOCO,SAN JUAN,27361,ITSMINA,Itsmina
CHOCO,SAN JUAN,27450,MEDIO SAN JUAN,Medio San Juan
CHOCO,SAN JUAN,27491,NÓVITA,Nóvita
CHOCO,SAN JUAN,27580,RÍO FRÍO,Río Frío
CHOCO,SAN JUAN,27660,SAN JOSÉ DEL PALMAR,San José Del Palmar
CHOCO,SAN JUAN,27745,SIPÍ,Sipí
CHOCO,SAN JUAN,27787,TADÓ,Tadó
CHOCO,SAN JUAN,27810,UNION PANAMERICANA,Union Panamericana
CORDOBA,ALTO SINU,23807,TIERRALTA,Tierralta
CORDOBA,ALTO SINU,23855,VALENCIA,Valencia
CORDOBA,BAJO SINU,23168,CHIMÁ,Chimá
CORDOBA,BAJO SINU,23300,COTORRA,Cotorra
CORDOBA,BAJO SINU,23417,LORICA,Lorica
CORDOBA,BAJO SINU,23464,MOMIL,Momil
CORDOBA,BAJO SINU,23586,PURÍSIMA,Purísima
CORDOBA,CENTRO,23001,MONTERÍA,Montería
CORDOBA,COSTANERA,23090,CANALETE,Canalete
CORDOBA,COSTANERA,23419,LOS CÓRDOBAS,Los Córdobas
CORDOBA,COSTANERA,23500,MOÑITOS,Moñitos
CORDOBA,COSTANERA,23574,PUERTO ESCONDIDO,Puerto Escondido
CORDOBA,COSTANERA,23672,SAN ANTERO,San Antero
CORDOBA,COSTANERA,23675,SAN BERNARDO DEL VIENTO,San Bernardo Del Viento
CORDOBA,SABANAS,23182,CHINÚ,Chinú
CORDOBA,SABANAS,23660,SAHAGÚN,Sahagún
CORDOBA,SABANAS,23670,SAN ANDRÉS SOTAVENTO,San Andrés Sotavento
CORDOBA,SAN JORGE,23068,AYAPEL,Ayapel
CORDOBA,SAN JORGE,23079,BUENAVISTA,Buenavista
CORDOBA,SAN JORGE,23350,LA APARTADA,La Apartada
CORDOBA,SAN JORGE,23466,MONTELÍBANO,Montelíbano
CORDOBA,SAN JORGE,23555,PLANETA RICA,Planeta Rica
CORDOBA,SAN JORGE,23570,PUEBLO NUEVO,Pueblo Nuevo
CORDOBA,SAN JORGE,23580,PUERTO LIBERTADOR,Puerto Libertador
CORDOBA,SINU MEDIO,23162,CERETÉ,Cereté
CORDOBA,SINU MEDIO,23189,CIÉNAGA DE ORO,Ciénaga De Oro
CORDOBA,SINU MEDIO,23678,SAN CARLOS,San Carlos
CORDOBA,SINU MEDIO,23686,SAN PELAYO,San Pelayo
CUNDINAMARCA,ALMEIDAS,25183,CHOCONTÁ,Chocontá
CUNDINAMARCA,ALMEIDAS,25426,MACHETA,Macheta
CUNDINAMARCA,ALMEIDAS,25436,MANTA,Manta
CUNDINAMARCA,ALMEIDAS,25736,SESQUILÉ,Sesquilé
CUNDINAMARCA,ALMEIDAS,25772,SUESCA,Suesca
CUNDINAMARCA,ALMEIDAS,25807,TIBIRITA,Tibirita
CUNDINAMARCA,ALMEIDAS,25873,VILLAPINZÓN,Villapinzón
CUNDINAMARCA,ALTO MAGDALENA,25001,AGUA DE DIOS,Agua De Dios
CUNDINAMARCA,ALTO MAGDALENA,25307,GIRARDOT,Girardot
CUNDINAMARCA,ALTO MAGDALENA,25324,GUATAQUÍ,Guataquí
CUNDINAMARCA,ALTO MAGDALENA,25368,JERUSALÉN,Jerusalén
CUNDINAMARCA,ALTO MAGDALENA,25483,NARIÑO,Nariño
CUNDINAMARCA,ALTO MAGDALENA,25488,NILO,Nilo
CUNDINAMARCA,ALTO MAGDALENA,25612,RICAURTE,Ricaurte
CUNDINAMARCA,ALTO MAGDALENA,25815,TOCAIMA,Tocaima
CUNDINAMARCA,BAJO MAGDALENA,25148,CAPARRAPÍ,Caparrapí
CUNDINAMARCA,BAJO MAGDALENA,25320,GUADUAS,Guaduas
CUNDINAMARCA,BAJO MAGDALENA,25572,PUERTO SALGAR,Puerto Salgar
CUNDINAMARCA,GUALIVA,25019,ALBÁN,Albán
CUNDINAMARCA,GUALIVA,25398,LA PEÑA,La Peña
CUNDINAMARCA,GUALIVA,25402,LA VEGA,La Vega
CUNDINAMARCA,GUALIVA,25489,NIMAIMA,Nimaima
CUNDINAMARCA,GUALIVA,25491,NOCAIMA,Nocaima
CUNDINAMARCA,GUALIVA,25592,QUEBRADANEGRA,Quebradanegra
CUNDINAMARCA,GUALIVA,25658,SAN FRANCISCO,San Francisco
CUNDINAMARCA,GUALIVA,25718,SASAIMA,Sasaima
CUNDINAMARCA,GUALIVA,25777,SUPATÁ,Supatá
CUNDINAMARCA,GUALIVA,25851,ÚTICA,Útica
CUNDINAMARCA,GUALIVA,25862,VERGARA,Vergara
CUNDINAMARCA,GUALIVA,25875,VILLETA,Villeta
CUNDINAMARCA,GUAVIO,25293,GACHALA,Gachala
CUNDINAMARCA,GUAVIO,25297,GACHETA,Gacheta
CUNDINAMARCA,GUAVIO,25299,GAMA,Gama
CUNDINAMARCA,GUAVIO,25322,GUASCA,Guasca
CUNDINAMARCA,GUAVIO,25326,GUATAVITA,Guatavita
CUNDINAMARCA,GUAVIO,25372,JUNÍN,Junín
CUNDINAMARCA,GUAVIO,25377,LA CALERA,La Calera
CUNDINAMARCA,GUAVIO,25839,UBALÁ,Ubalá
CUNDINAMARCA,MAGDALENA CENTRO,25086,BELTRÁN,Beltrán
CUNDINAMARCA,MAGDALENA CENTRO,25095,BITUIMA,Bituima
CUNDINAMARCA,MAGDALENA CENTRO,25168,CHAGUANÍ,Chaguaní
CUNDINAMARCA,MAGDALENA CENTRO,25328,GUAYABAL DE SIQUIMA,Guayabal De Siquima
CUNDINAMARCA,MAGDALENA CENTRO,25580,PULI,Puli
CUNDINAMARCA,MAGDALENA CENTRO,25662,SAN JUAN DE RÍO SECO,San Juan De Río Seco
CUNDINAMARCA,MAGDALENA CENTRO,25867,VIANÍ,Vianí
CUNDINAMARCA,MEDINA,25438,MEDINA,Medina
CUNDINAMARCA,MEDINA,25530,PARATEBUENO,Paratebueno
CUNDINAMARCA,ORIENTE,25151,CAQUEZA,Caqueza
CUNDINAMARCA,ORIENTE,25178,CHIPAQUE,Chipaque
CUNDINAMARCA,ORIENTE,25181,CHOACHÍ,Choachí
CUNDINAMARCA,ORIENTE,25279,FOMEQUE,Fomeque
CUNDINAMARCA,ORIENTE,25281,FOSCA,Fosca
CUNDINAMARCA,ORIENTE,25335,GUAYABETAL,Guayabetal
CUNDINAMARCA,ORIENTE,25339,GUTIÉRREZ,Gutiérrez
CUNDINAMARCA,ORIENTE,25594,QUETAME,Quetame
CUNDINAMARCA,ORIENTE,25841,UBAQUE,Ubaque
CUNDINAMARCA,ORIENTE,25845,UNE,Une
CUNDINAMARCA,RIO NEGRO,25258,EL PEÑÓN,El Peñón
CUNDINAMARCA,RIO NEGRO,25394,LA PALMA,La Palma
CUNDINAMARCA,RIO NEGRO,25513,PACHO,Pacho
CUNDINAMARCA,RIO NEGRO,25518,PAIME,Paime
CUNDINAMARCA,RIO NEGRO,25653,SAN CAYETANO,San Cayetano
CUNDINAMARCA,RIO NEGRO,25823,TOPAIPI,Topaipi
CUNDINAMARCA,RIO NEGRO,25871,VILLAGOMEZ,Villagomez
CUNDINAMARCA,RIO NEGRO,25885,YACOPÍ,Yacopí
CUNDINAMARCA,SABANA CENTRO,25126,CAJICÁ,Cajicá
CUNDINAMARCA,SABANA CENTRO,25175,CHÍA,Chía
CUNDINAMARCA,SABANA CENTRO,25200,COGUA,Cogua
CUNDINAMARCA,SABANA CENTRO,25295,GACHANCIPÁ,Gachancipá
CUNDINAMARCA,SABANA CENTRO,25486,NEMOCoN,Nemocon
CUNDINAMARCA,SABANA CENTRO,25758,SOPÓ,Sopó
CUNDINAMARCA,SABANA CENTRO,25785,TABIO,Tabio
CUNDINAMARCA,SABANA CENTRO,25817,TOCANCIPÁ,Tocancipá
CUNDINAMARCA,SABANA CENTRO,25899,ZIPAQUIRÁ,Zipaquirá
CUNDINAMARCA,SABANA OCCIDENTE,25099,BOJACÁ,Bojacá
CUNDINAMARCA,SABANA OCCIDENTE,25214,COTA,Cota
CUNDINAMARCA,SABANA OCCIDENTE,25260,EL ROSAL,El Rosal
CUNDINAMARCA,SABANA OCCIDENTE,25269,FACATATIVÁ,Facatativá
CUNDINAMARCA,SABANA OCCIDENTE,25286,FUNZA,Funza
CUNDINAMARCA,SABANA OCCIDENTE,25430,MADRID,Madrid
CUNDINAMARCA,SABANA OCCIDENTE,25473,MOSQUERA,Mosquera
CUNDINAMARCA,SABANA OCCIDENTE,25769,SUBACHOQUE,Subachoque
CUNDINAMARCA,SABANA OCCIDENTE,25799,TENJO,Tenjo
CUNDINAMARCA,SABANA OCCIDENTE,25898,ZIPACoN,Zipacon
CUNDINAMARCA,SOACHA,25740,SIBATÉ,Sibaté
CUNDINAMARCA,SOACHA,25754,SOACHA,Soacha
CUNDINAMARCA,SUMAPAZ,25053,ARBELÁEZ,Arbeláez
CUNDINAMARCA,SUMAPAZ,25120,CABRERA,Cabrera
CUNDINAMARCA,SUMAPAZ,25290,FUSAGASUGÁ,Fusagasugá
CUNDINAMARCA,SUMAPAZ,25312,GRANADA,Granada
CUNDINAMARCA,SUMAPAZ,25524,PANDI,Pandi
CUNDINAMARCA,SUMAPAZ,25535,PASCA,Pasca
CUNDINAMARCA,SUMAPAZ,25649,SAN BERNARDO,San Bernardo
CUNDINAMARCA,SUMAPAZ,25743,SILVANIA,Silvania
CUNDINAMARCA,SUMAPAZ,25805,TIBACUY,Tibacuy
CUNDINAMARCA,SUMAPAZ,25506,VENECIA,Venecia
CUNDINAMARCA,TEQUENDAMA,25035,ANAPOIMA,Anapoima
CUNDINAMARCA,TEQUENDAMA,25040,ANOLAIMA,Anolaima
CUNDINAMARCA,TEQUENDAMA,25599,APULO,Apulo
CUNDINAMARCA,TEQUENDAMA,25123,CACHIPAY,Cachipay
CUNDINAMARCA,TEQUENDAMA,25245,EL COLEGIO,El Colegio
CUNDINAMARCA,TEQUENDAMA,25386,LA MESA,La Mesa
CUNDINAMARCA,TEQUENDAMA,25596,QUIPILE,Quipile
CUNDINAMARCA,TEQUENDAMA,25645,SAN ANTONIO DE TEQUENDAMA,San Antonio De Tequendama
CUNDINAMARCA,TEQUENDAMA,25797,TENA,Tena
CUNDINAMARCA,TEQUENDAMA,25878,VIOTÁ,Viotá
CUNDINAMARCA,UBATE,25154,CARMEN DE CARUPA,Carmen De Carupa
CUNDINAMARCA,UBATE,25224,CUCUNUBÁ,Cucunubá
CUNDINAMARCA,UBATE,25288,FÚQUENE,Fúquene
CUNDINAMARCA,UBATE,25317,GUACHETÁ,Guachetá
CUNDINAMARCA,UBATE,25407,LENGUAZAQUE,Lenguazaque
CUNDINAMARCA,UBATE,25745,SIMIJACA,Simijaca
CUNDINAMARCA,UBATE,25779,SUSA,Susa
CUNDINAMARCA,UBATE,25781,SUTATAUSA,Sutatausa
CUNDINAMARCA,UBATE,25793,TAUSA,Tausa
CUNDINAMARCA,UBATE,25843,UBATE,Ubate
GUAINIA,GUAINIA,94343,BARRANCO MINA,Barranco Mina
GUAINIA,GUAINIA,94886,CACAHUAL,Cacahual
GUAINIA,GUAINIA,94001,INÍRIDA,Inírida
GUAINIA,GUAINIA,94885,LA GUADALUPE,La Guadalupe
GUAINIA,GUAINIA,94663,MAPIRIPaN,Mapiripan
GUAINIA,GUAINIA,94888,MORICHAL,Morichal
GUAINIA,GUAINIA,94887,PANA PANA,Pana Pana
GUAINIA,GUAINIA,94884,PUERTO COLOMBIA,Puerto Colombia
GUAINIA,GUAINIA,94883,SAN FELIPE,San Felipe
GUAVIARE,GUAVIARE,95015,CALAMAR,Calamar
GUAVIARE,GUAVIARE,95025,EL RETORNO,El Retorno
GUAVIARE,GUAVIARE,95200,MIRAFLORES,Miraflores
GUAVIARE,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,San José Del Guaviare
HUILA,CENTRO,41013,AGRADO,Agrado
HUILA,CENTRO,41026,ALTAMIRA,Altamira
HUILA,CENTRO,41298,GARZÓN,Garzón
HUILA,CENTRO,41306,GIGANTE,Gigante
HUILA,CENTRO,41319,GUADALUPE,Guadalupe
HUILA,CENTRO,41548,PITAL,Pital
HUILA,CENTRO,41770,SUAZA,Suaza
HUILA,CENTRO,41791,TARQUI,Tarqui
HUILA,NORTE,41016,AIPE,Aipe
HUILA,NORTE,41020,ALGECIRAS,Algeciras
HUILA,NORTE,41078,BARAYA,Baraya
HUILA,NORTE,41132,CAMPOALEGRE,Campoalegre
HUILA,NORTE,41206,COLOMBIA,Colombia
HUILA,NORTE,41349,HOBO,Hobo
HUILA,NORTE,41357,IQUIRA,Iquira
HUILA,NORTE,41001,NEIVA,Neiva
HUILA,NORTE,41524,PALERMO,Palermo
HUILA,NORTE,41615,RIVERA,Rivera
HUILA,NORTE,41676,SANTA MARÍA,Santa María
HUILA,NORTE,41799,TELLO,Tello
HUILA,NORTE,41801,TERUEL,Teruel
HUILA,NORTE,41872,VILLAVIEJA,Villavieja
HUILA,NORTE,41885,YAGUARÁ,Yaguará
HUILA,OCCIDENTE,41378,LA ARGENTINA,La Argentina
HUILA,OCCIDENTE,41396,LA PLATA,La Plata
HUILA,OCCIDENTE,41483,NÁTAGA,Nátaga
HUILA,OCCIDENTE,41518,PAICOL,Paicol
HUILA,OCCIDENTE,41797,TESALIA,Tesalia
HUILA,SUR,41006,ACEVEDO,Acevedo
HUILA,SUR,41244,ELÍAS,Elías
HUILA,SUR,41359,ISNOS,Isnos
HUILA,SUR,41503,OPORAPA,Oporapa
HUILA,SUR,41530,PALESTINA,Palestina
HUILA,SUR,41551,PITALITO,Pitalito
HUILA,SUR,41660,SALADOBLANCO,Saladoblanco
HUILA,SUR,41668,SAN AGUSTÍN,San Agustín
HUILA,SUR,41807,TIMANÁ,Timaná
LA GUAJIRA,NORTE,44035,ALBANIA,Albania
LA GUAJIRA,NORTE,44090,DIBULLA,Dibulla
LA GUAJIRA,NORTE,44430,MAICAO,Maicao
LA GUAJIRA,NORTE,44560,MANAURE,Manaure
LA GUAJIRA,NORTE,44001,RIOHACHA,Riohacha
LA GUAJIRA,NORTE,44847,URIBIA,Uribia
LA GUAJIRA,SUR,44078,BARRANCAS,Barrancas
LA GUAJIRA,SUR,44098,DISTRACCION,Distraccion
LA GUAJIRA,SUR,44110,EL MOLINO,El Molino
LA GUAJIRA,SUR,44279,FONSECA,Fonseca
LA GUAJIRA,SUR,44378,HATONUEVO,Hatonuevo
LA GUAJIRA,SUR,44420,LA JAGUA DEL PILAR,La Jagua Del Pilar
LA GUAJIRA,SUR,44650,SAN JUAN DEL CESAR,San Juan Del Cesar
LA GUAJIRA,SUR,44855,URUMITA,Urumita
LA GUAJIRA,SUR,44874,VILLANUEVA,Villanueva
MAGDALENA,CENTRO,47058,ARIGUANÍ,Ariguaní
MAGDALENA,CENTRO,47170,CHIBOLO,Chibolo
MAGDALENA,CENTRO,47460,NUEVA GRANADA,Nueva Granada
MAGDALENA,CENTRO,47555,PLATO,Plato
MAGDALENA,CENTRO,47660,SABANAS DE SAN ANGEL,Sabanas De San Angel
MAGDALENA,CENTRO,47798,TENERIFE,Tenerife
MAGDALENA,NORTE,47030,ALGARROBO,Algarrobo
MAGDALENA,NORTE,47053,ARACATACA,Aracataca
MAGDALENA,NORTE,47189,CIÉNAGA,Ciénaga
MAGDALENA,NORTE,47268,EL RETEN,El Reten
MAGDALENA,NORTE,47288,FUNDACION,Fundacion
MAGDALENA,NORTE,47570,PUEBLO VIEJO,Pueblo Viejo
MAGDALENA,NORTE,47980,ZONA BANANERA,Zona Bananera
MAGDALENA,RIO,47161,CERRO SAN ANTONIO,Cerro San Antonio
MAGDALENA,RIO,47205,CONCORDIA,Concordia
MAGDALENA,RIO,47258,EL PIÑON,El Piñon
MAGDALENA,RIO,47541,PEDRAZA,Pedraza
MAGDALENA,RIO,47551,PIVIJAY,Pivijay
MAGDALENA,RIO,47605,REMOLINO,Remolino
MAGDALENA,RIO,47675,SALAMINA,Salamina
MAGDALENA,RIO,47745,SITIONUEVO,Sitionuevo
MAGDALENA,RIO,47960,ZAPAYAN,Zapayan
MAGDALENA,SANTA MARTA,47001,SANTA MARTA,Santa Marta
MAGDALENA,SUR,47245,EL BANCO,El Banco
MAGDALENA,SUR,47318,GUAMAL,Guamal
MAGDALENA,SUR,47545,PIJIÑO DEL CARMEN,Pijiño Del Carmen
MAGDALENA,SUR,47692,SAN SEBASTIAN DE BUENAVISTA,San Sebastian De Buenavista
MAGDALENA,SUR,47703,SAN ZENON,San Zenon
MAGDALENA,SUR,47707,SANTA ANA,Santa Ana
MAGDALENA,SUR,47720,SANTA BARBARA DE PINTO,Santa Barbara De Pinto
META,ARIARI,50251,EL CASTILLO,El Castillo
META,ARIARI,50270,EL DORADO,El Dorado
META,ARIARI,50287,FUENTE DE ORO,Fuente De Oro
META,ARIARI,50313,GRANADA,Granada
META,ARIARI,50350,LA MACARENA,La Macarena
META,ARIARI,50370,LA URIBE,La Uribe
META,ARIARI,50400,LEJANÍAS,Lejanías
META,ARIARI,50325,MAPIRIPaN,Mapiripan
META,ARIARI,50330,MESETAS,Mesetas
META,ARIARI,50450,PUERTO CONCORDIA,Puerto Concordia
META,ARIARI,50577,PUERTO LLERAS,Puerto Lleras
META,ARIARI,50590,PUERTO RICO,Puerto Rico
META,ARIARI,50683,SAN JUAN DE ARAMA,San Juan De Arama
META,ARIARI,50711,VISTA HERMOSA,Vista Hermosa
META,CAPITAL,50001,VILLAVICENCIO,Villavicencio
META,PIEDEMONTE,50006,ACACiAS,Acacias
META,PIEDEMONTE,50110,BARRANCA DE UPIA,Barranca De Upia
META,PIEDEMONTE,50150,CASTILLA LA NUEVA,Castilla La Nueva
META,PIEDEMONTE,50226,CUMARAL,Cumaral
META,PIEDEMONTE,50245,EL CALVARIO,El Calvario
META,PIEDEMONTE,50318,GUAMAL,Guamal
META,PIEDEMONTE,50606,RESTREPO,Restrepo
META,PIEDEMONTE,50680,SAN CARLOS GUAROA,San Carlos Guaroa
META,PIEDEMONTE,50686,SAN JUANITO,San Juanito
META,PIEDEMONTE,50223,SAN LUIS DE CUBARRAL,San Luis De Cubarral
META,PIEDEMONTE,50689,SAN MARTÍN,San Martín
META,RIO META,50124,CABUYARO,Cabuyaro
META,RIO META,50568,PUERTO GAITÁN,Puerto Gaitán
META,RIO META,50573,PUERTO LoPEZ,Puerto Lopez
NARIÑO,CENTRO,52240,CHACHAGUI,Chachagui
NARIÑO,CENTRO,52207,CONSACA,Consaca
NARIÑO,CENTRO,52254,EL PEÑOL,El Peñol
NARIÑO,CENTRO,52260,EL TAMBO,El Tambo
NARIÑO,CENTRO,52381,LA FLORIDA,La Florida
NARIÑO,CENTRO,52480,NARIÑO,Nariño
NARIÑO,CENTRO,52001,PASTO,Pasto
NARIÑO,CENTRO,52683,SANDONÁ,Sandoná
NARIÑO,CENTRO,52788,TANGUA,Tangua
NARIÑO,CENTRO,52885,YACUANQUER,Yacuanquer
NARIÑO,CENTRO OCCIDENTE,52036,ANCUYA,Ancuya
NARIÑO,CENTRO OCCIDENTE,52320,GUAITARILLA,Guaitarilla
NARIÑO,CENTRO OCCIDENTE,52385,LA LLANADA,La Llanada
NARIÑO,CENTRO OCCIDENTE,52411,LINARES,Linares
NARIÑO,CENTRO OCCIDENTE,52418,LOS ANDES,Los Andes
NARIÑO,CENTRO OCCIDENTE,52435,MALLAMA,Mallama
NARIÑO,CENTRO OCCIDENTE,52506,OSPINA,Ospina
NARIÑO,CENTRO OCCIDENTE,52565,PROVIDENCIA,Providencia
NARIÑO,CENTRO OCCIDENTE,52612,RICAURTE,Ricaurte
NARIÑO,CENTRO OCCIDENTE,52678,SAMANIEGO,Samaniego
NARIÑO,CENTRO OCCIDENTE,52699,SANTA CRUZ,Santa Cruz
NARIÑO,CENTRO OCCIDENTE,52720,SAPUYES,Sapuyes
NARIÑO,CENTRO OCCIDENTE,52838,TUQUERRES,Tuquerres
NARIÑO,COSTA,52079,BARBACOAS,Barbacoas
NARIÑO,COSTA,52250,EL CHARCO,El Charco
NARIÑO,COSTA,52520,FRANCISCO PIZARRO,Francisco Pizarro
NARIÑO,COSTA,52390,LA TOLA,La Tola
NARIÑO,COSTA,52427,Magui,Magui
NARIÑO,COSTA,52473,MOSQUERA,Mosquera
NARIÑO,COSTA,52490,OLAYA HERRERA,Olaya Herrera
NARIÑO,COSTA,52621,ROBERTO PAYAN,Roberto Payan
NARIÑO,COSTA,52696,SANTA BaRBARA,Santa Barbara
NARIÑO,COSTA,52835,TUMACO,Tumaco
NARIÑO,NORTE,52019,ALBAN,Alban
NARIÑO,NORTE,52051,ARBOLEDA,Arboleda
NARIÑO,NORTE,52083,BELEN,Belen
NARIÑO,NORTE,52110,BUESACO,Buesaco
NARIÑO,NORTE,52203,COLON,Colon
NARIÑO,NORTE,52233,CUMBITARA,Cumbitara
NARIÑO,NORTE,52256,EL ROSARIO,El Rosario
NARIÑO,NORTE,52258,El Tablon de Gomez,El Tablon De Gomez
NARIÑO,NORTE,52378,LA CRUZ,La Cruz
NARIÑO,NORTE,52399,LA UNION,La Union
NARIÑO,NORTE,52405,LEIVA,Leiva
NARIÑO,NORTE,52540,POLICARPA,Policarpa
NARIÑO,NORTE,52685,SAN BERNARDO,San Bernardo
NARIÑO,NORTE,52687,SAN LORENZO,San Lorenzo
NARIÑO,NORTE,52693,SAN PABLO,San Pablo
NARIÑO,NORTE,52694,SAN PEDRO DE CARTAGO,San Pedro De Cartago
NARIÑO,NORTE,52786,TAMINANGO,Taminango
NARIÑO,SUR,52022,ALDANA,Aldana
NARIÑO,SUR,52210,CONTADERO,Contadero
NARIÑO,SUR,52215,CÓRDOBA,Córdoba
NARIÑO,SUR,52224,CUASPUD,Cuaspud
NARIÑO,SUR,52227,CUMBAL,Cumbal
NARIÑO,SUR,52287,FUNES,Funes
NARIÑO,SUR,52317,GUACHUCAL,Guachucal
NARIÑO,SUR,52323,GUALMATAN,Gualmatan
NARIÑO,SUR,52352,ILES,Iles
NARIÑO,SUR,52354,IMUES,Imues
NARIÑO,SUR,52356,IPIALES,Ipiales
NARIÑO,SUR,52560,POTOSÍ,Potosí
NARIÑO,SUR,52573,PUERRES,Puerres
NARIÑO,SUR,52585,PUPIALES,Pupiales
NORTE DE SANTANDER,CENTRO,54051,ARBOLEDAS,Arboledas
NORTE DE SANTANDER,CENTRO,54223,CUCUTILLA,Cucutilla
